Unnamed: 0,data,len,true,fuzzy,id,single,split
1312,along extreme altitudinal and micro climatic gradients an impressive variety of forest types has evolved featuring a highly diverse flora with many endemic vascular plant species,25,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  0.  1.  0.  1.  0.2],814,10,dev
3448,"within the context of the rich expressions and traditions of buddhist architecture and art found throughout asia , bagan is distinctive and outstanding . ",22,[0 0 0 1 0 0 0 0 0 0 0],[0.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],1588,4,dev
3812,"the wieliczka and bochnia royal salt mines illustrate the historic stages of the development of mining techniques in europe , from the <NUM> th to the <NUM> th centuries",26,[0 0 0 1 0 0 0 0 0 0 0],[0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],32,4,dev
5239,"ensembles in samarkand such as the bibi khanum mosque and registan square played a seminal role in the development of islamic architecture over the entire region , from the mediterranean to the indian subcontinent . ",33,[0 1 0 0 0 0 0 0 0 0 0],[1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],603,2,dev
2362,the monastic ensembles are the place of pilgrimage of the apostle st,12,[0 0 0 0 0 1 0 0 0 0 0],[0.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],1262,6,dev
1975,the monuments of the archaeological park and ruins of quirigua are an outstanding example and the largest corpus of maya art masterpieces,22,[1 0 0 0 0 0 0 0 0 0 0],[1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],149,1,dev
3514,the innovative and intellectually imaginative landscape of the beemster polder had a profound and lasting impact on reclamation projects in europe and beyond . ,23,[0 1 0 0 0 0 0 0 0 0 0],[1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],899,2,dev
1761,"the margravial opera house is a masterwork of baroque court theatre architecture by giuseppe galli bibiena in terms of its tiered loge form and acoustic , decorative and iconological properties . ",29,[1 0 0 0 0 0 0 0 0 0 0],[1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],1379,1,dev
2739,the scientific values of the property are also supported by the evidence of a long history of study and recognition at the international level,24,[0 0 0 0 0 0 0 1 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.2],1237,8,dev
5245,"chief roi matas domain still lives for many people in contemporary vanuatu , as a source of power evident through the landscape and as an inspiration for people negotiating their lives . ",30,[0 0 0 0 0 1 0 0 0 0 0],[0.  0.  1.  0.  1.  1.  0.  0.  0.  0.  0.2],1280,6,dev
2472,"overall the sassanid archaeological landscape of fars region is an outstanding example of the traditional land use of fars region where water management plays a fundamental role , and in which the sassanid foundation of inhabited settlements and monumental buildings integrates itself in the landscape . ",43,[0 0 0 0 1 0 0 0 0 0 0],[0.  1.  1.  0.  1.  0.  0.  0.  0.  0.  0.2],1568,5,dev
4007,it is the oldest and deepest of the world s lakes containing nearly <NUM>  of the world s unfrozen freshwater reserve,19,[0 0 0 0 0 0 1 1 1 1 0],[0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.2],754,7,dev
4718,"the halicarnassus mausoleum , which was ranked as one of the seven wonders of the ancient world , is directly influenced by xanthos nereid monument . ",23,[0 1 0 0 0 0 0 0 0 0 0],[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],484,2,dev
1493,"the walls are covered with murals containing narrative scenes , using an entire palette of colours and compositions that are full of elegance and movement",24,[1 0 0 0 0 0 0 0 0 0 0],[1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],230,1,dev
4206,the fortified town of bardejov provides exceptionally well preserved evidence of the economic and social structure of trading towns in medieval central europe . ,22,[0 0 1 0 0 0 0 0 0 0 0],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],973,3,dev
2158,"the mountain railways of india are outstanding examples of a technological ensemble , representing different phases of the development in high mountain areas",22,[0 0 0 1 0 0 0 0 0 0 0],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],944,4,dev
1169,the terraces of cabo cruz form a singular coastal landscape in cuba and are the worlds largest and best preserved coastal limestone terrace system,24,[0 0 0 0 0 0 1 0 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.2],889,7,dev
5082,"major predators include <NUM>  , <NUM>  lions , <NUM>  leopards , <NUM>  cheetahs , <NUM>  , <NUM>  spotted hyenas and <NUM>  wild dogs",16,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.2],156,10,dev
232,the high numbers of <NUM>  sponge species and <NUM>  new species of echinoderms add to the significance of the area,20,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.2],1369,10,dev
66,the cueva de las manos contains an outstanding collection of prehistoric rock art which bears witness to the culture of the earliest human societies in south america . ,27,[0 0 1 0 0 0 0 0 0 0 0],[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],936,3,dev
1603,"the geological formations of the property , and their specific layout , illustrate with clarity this planet wide process and its effects on a large and small scale on the landscape",28,[0 0 0 0 0 0 0 1 0 0 0],[0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.2],1434,8,dev
3283,the central university city campus of unam is one of the few models around the world where the principles proposed by modern architecture and urbanism were totally applied the ultimate purpose of which was to offer man a notable improvement in the quality of life . ,45,[0 0 0 1 0 0 0 0 0 0 0],[1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],1250,4,dev
3596,"the record of the postglacial isostatic rebound of the crust and its geomorphic expression in the fjord landscape are significant , and represent key areas for the scientific study of slope instability and the resulting geohazards . ",35,[0 0 0 0 0 0 0 1 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.2],1195,8,dev
4632,"ban chiang archaeological site was the centre of a remarkable phenomenon of human cultural , social , and technological evolution which occurred independently in this area of southeast asia and began at ban chiang around <NUM>  b . c",35,[0 0 1 0 0 0 0 0 0 0 0],[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],575,3,dev
125,the gondwana rainforests provides outstanding examples of significant ongoing geological processes,11,[0 0 0 0 0 0 0 1 0 0 0],[0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  0.2],368,8,dev
1296,"the par force hunting landscape in north zealand exceptionally exemplifies how the interchange of baroque values in europe influenced developments in landscape design in the <NUM> th <NUM> th centuries , and particularly bears witness to the influence exerted by french and german designed hunting landscapes",42,[0 1 0 0 0 0 0 0 0 0 0],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],1469,2,dev
1976,"they are an advanced representation of artistic skill by their sculptors and the meaning and beauty of each piece has survived the passing of this civilization , making them universal masterpieces . ",30,[1 0 0 0 0 0 0 0 0 0 0],[1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],149,1,dev
5083,"of these , the black rhino diceros bicornis , leopard panthera pardus , african elephant loxodonta africana and cheetah acynonix jubatus are listed in the iucn red list",25,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.2],156,10,dev
5045,"gorham s cave complex provides an exceptional testimony to the occupation , cultural traditions and material culture of neanderthal and early modern human populations through a period spanning approximately <NUM>  , <NUM>  years",29,[0 0 1 0 0 0 0 0 0 0 0],[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],1500,3,dev
2075,"humayuns tomb is the first important example in india , and above all else , the symbol of the powerful mughal dynasty that unified most of the sub continent . ",27,[0 0 0 1 0 0 0 0 0 0 0],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],232,4,dev
4580,these have helped to shape the image of the city and impact of islamic history and culture . ,17,[0 0 0 0 0 1 0 0 0 0 0],[1.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],20,6,dev
3086,"this multi cultural tangible and intangible heritage is expressed in the great variety of religious buildings of different faiths , ethnic quarters , the many languages , worship and religious festivals , dances , costumes , art and music , food , and daily life . ",36,[0 0 1 0 0 0 0 0 0 0 0],[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1223,3,dev
4880,"in its urban fabric and its architecture , lviv is an outstanding example of the fusion of the architectural and artistic traditions of eastern europe with those of italy and germany . ",30,[0 1 0 0 0 0 0 0 0 0 0],[0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.2],865,2,dev
3345,"a remarkable diversity of cacti exists within the property often in exceptional densities of up to <NUM>  , <NUM>  columnar cacti per hectare",21,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.2],1534,10,dev
5025,the landscape and architectural features of the gardens reflect considerable artistic influences both with regard to the european continent and to more distant regions ,24,[0 1 0 0 0 0 0 0 0 0 0],[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1084,2,dev
2797,these forests extend through an altitudinal sequence from the coast up to the central peaks,15,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.2],662,9,dev
918,"it includes the stone forests of shilin , superlative natural phenomena which include the naigu stone forest occurring on dolomitic limestone and the suyishan stone forest arising from a lake , the remarkable fengcong and fenglin karsts of libo , and the wulong karst , which includes giant collapse depressions , called tiankeng , and exceptionally high natural bridges between them , with long stretches of deep unroofed caves . ",62,[0 0 0 0 0 0 1 0 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.2],1248,7,dev
1646,"the historic churches of mtskheta , including jvari monastery , svetitskhoveli cathedral and samtavro monastery , are outstanding examples of medieval ecclesiastical architecture in the caucasus region , and represent different phases of the development of this building typology , ranging from the <NUM> th to the <NUM> th centuries . ",43,[0 0 0 1 0 0 0 0 0 0 0],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],708,4,dev
4621,"the visual combination of some of the deepest gorges in the world , surrounded by rugged glaciated peaks , as well as the alpine desert and lakes of the pamir high plateaux adds up to an alpine wilderness of exceptional natural beauty",40,[0 0 0 0 0 0 1 0 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.2],1252,7,dev
364,"the property also provides valuable habitat for three species of groupers , and the red footed booby",15,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],764,10,dev
3287,"religious and civil architecture exhibit the evolution of different styles , well integrated into a homogeneous urban landscape",17,[0 0 0 1 0 0 0 0 0 0 0],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],1274,4,dev
2125,"the dynamic ecosystem processes support broadly three types of vegetation semi evergreen forests , mixed moist and dry deciduous forests and alluvial grasslands",21,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],338,9,dev
4123,"the island of goree is an exceptional testimony to one of the greatest tragedies in the history of human societies the slave trade . the various elements of this memory island fortresses , buildings , streets , squares , etc",36,[0 0 0 0 0 1 0 0 0 0 0],[0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.2],26,6,dev
4569,"the rational , pragmatic , and open planning of the urban space has encouraged the sustainable development of this mono industry , as a manufacturing town . ",22,[0 0 0 1 0 0 0 0 0 0 0],[0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],1302,4,dev
525,the tupi guarani language communities have a close relationship with the atlantic forest which implies a high level of management and deep knowledge and mastery of the different ecosystems and forest formations,31,[0 0 0 0 1 0 0 0 0 0 0],[0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.2],1308,5,dev
4821,the theatre also features an early example of a stage building with an aediculated facade,15,[0 0 0 1 0 0 0 0 0 0 0],[0.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],1519,4,dev
55,dominated by rugged granite peaks exceeding <NUM>  m . a . s . l,8,[0 0 0 0 0 0 1 0 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.2],145,7,dev
638,"wood buffalo national park is the most ecologically complete and largest example of the entire great plains boreal grassland ecosystem of north america , the only place where the predator prey relationship between wolves and wood bison has continued , unbroken , over time . ",39,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],256,9,dev
302,"these processes include monsoon rains , flooding , delta formation , tidal influence and plant colonization",13,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],798,9,dev
2766,"arab norman palermo and the cathedral churches of cefalu and monreale bears witness to a particular political and cultural condition characterized by the fruitful coexistence of people of different origins muslim , byzantine , latin , jewish , lombard , and french ",36,[0 1 0 0 0 0 0 0 0 0 0],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],1487,2,dev
1276,the combination of a huge ice sheet and a fast moving glacial ice stream calving into a fjord covered by icebergs is a phenomenon only seen in greenland and antarctica,29,[0 0 0 0 0 0 1 0 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.2],1149,7,dev
4720,the longest and most important texts in the lycian language were found in xanthos letoon,14,[0 0 1 0 0 0 0 0 0 0 0],[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],484,3,dev
2055,"not only is it geographically isolated , but it has been legally protected from its birth , providing the world with a pristine natural laboratory , free from human interference",27,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.2],1267,9,dev
4432,"the caliphate city of medina azahara is an outstanding example of urban planning combining architectural and landscape approaches , the technology of urban infrastructure , architecture , decoration and landscape adaptation , illustrating the significant period of the <NUM> th century ce when the umayyad caliphate of cordoba was proclaimed in the islamic west . ",49,[0 0 0 1 0 0 0 0 0 0 0],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1560,4,dev
3644,these are a strong symbol for more than <NUM>  billion christian believers in the world and are holy to christians as well as to muslims . ,25,[0 0 0 0 0 1 0 0 0 0 0],[0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],1433,6,dev
4143,the composition of the frescoes that adorn st georges church in the djurdjevi stupovi monastery is original in the treatment of the figures in the manner of icons and draws its inspiration from ancient art,35,[1 0 0 0 0 0 0 0 0 0 0],[1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],96,1,dev
2878,the entrance approach and the settlement itself were made possible by the creative genius of the extensive water distribution and storage system . ,22,[1 0 0 0 0 0 0 0 0 0 0],[1.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],326,1,dev
4202,"vlkolinec is a remarkably intact rural settlement of a characteristic central european type with log built architecture , which is often found in mountainous areas",23,[0 0 0 1 0 0 0 0 0 0 0],[0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.2],622,4,dev
2286,all three parks that comprise the tropical rainforest heritage of sumatra are areas of very diverse habitat and exceptional biodiversity,20,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],1167,10,dev
2261,"demonstrating exceptional natural beauty that is all the more remarkable as a counterpoint to the dominant lushness of vegetation which characterizes vast areas of forested indonesia , and with which most of the world associates the archipelago",36,[0 0 0 0 0 0 1 0 0 0 0],[0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.2],609,7,dev
2296,they provide a unique response to the challenge of supporting a dense population on a rugged volcanic island that is only extant in bali . ,24,[0 0 0 0 1 0 0 0 0 0 0],[0.  1.  1.  0.  1.  1.  0.  0.  0.  0.  0.2],1194,5,dev
1753,"the six berlin housing estates are exceptional examples of new urban and architectural typologies , designed in the search for improved social living conditions",23,[0 0 0 1 0 0 0 0 0 0 0],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],1239,4,dev
1968,the property is also known for wild varieties of several important agricultural plants . ,13,[0 0 0 0 0 0 0 0 0 1 0],[1.  0.  1.  1.  0.  0.  0.  0.  1.  1.  0.2],64,10,dev
4886,"the ensemble of the residence , combining elements of national , byzantine , gothic and baroque architecture , is an outstanding example of <NUM> th century historicist architecture , design and planning , expressing the cultural identity of the orthodox church within the austro hungarian empire . ",38,[0 0 0 1 0 0 0 0 0 0 0],[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1330,4,dev
3117,bikini atoll is an outstanding example of a nuclear test site,11,[0 0 0 1 0 0 0 0 0 0 0],[0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],1339,4,dev
2393,"throughout its evolution , the persian garden has had a role in various cultural and social aspects of society , becoming a central feature in private residences , palaces and public buildings , as well as in ensembles associated with benevolent or religious institutions , such as tombs , park layouts , palace gardens , meidans , etc . ",49,[0 0 1 0 0 0 0 0 0 0 0],[1.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],1372,3,dev
523,the cultural landscape of paraty is an outstanding testimony of human interaction with the environment,15,[0 0 0 0 1 0 0 0 0 0 0],[0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.2],1308,5,dev
3900,in coimbra the citys architectural and urban language reflects the institutional functions of the university and thereby presents the close interaction between the two elements,25,[0 0 0 1 0 0 0 0 0 0 0],[0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],1387,4,dev
5250,"the ciudad universitaria de caracas is an outstanding example of the coherent realization of the urban , architectural , and artistic ideals of the early <NUM> th century",25,[0 0 0 1 0 0 0 0 0 0 0],[1.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],986,4,dev
4699,"the rupestral dwellings , villages , convents and churches retain the fossilized image of a province of the byzantine empire between the <NUM> th century and the arrival of the seljuk turks <NUM>  ",30,[0 0 1 0 0 0 0 0 0 0 0],[1.  0.  1.  0.  1.  0.  1.  0.  0.  0.  0.2],357,3,dev
3122,"the ideas and beliefs associated with the bikini nuclear test site , and more generally with the escalation of military power which characterized the cold war , are of international significance",29,[0 0 0 0 0 1 0 0 0 0 0],[0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],1339,6,dev
4156,"cimabue , duccio and giotto were also a part of this trend in the second half of the <NUM> th century . ",19,[0 1 0 0 0 0 0 0 0 0 0],[1.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],389,2,dev
1969,"antigua guatemala contains living traces of spanish culture with its principal monuments , built in the baroque style of the <NUM> th century preserved today as ruins",25,[0 1 0 0 0 0 0 0 0 0 0],[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],65,2,dev
671,"in terms of the diversity of its archaeological remains , this is the most extensive , best preserved and most comprehensive whaling station of this type . ",24,[0 0 1 0 0 0 0 0 0 0 0],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1412,3,dev
4188,the property represents an outstanding example of biological evolution dominated by endemic palms,13,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.2],261,9,dev
666,the resultant rich alluvial soil enabled continuous and sustainable agricultural development . ,11,[0 0 0 0 1 0 0 0 0 0 0],[0.  0.  0.  0.  1.  1.  0.  0.  0.  0.  0.2],1404,5,dev
4872,"the property is a result of the cultural interaction of the kyivan rus , the byzantine empire and western europe",19,[0 1 0 0 0 0 0 0 0 0 0],[1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],527,2,dev
1887,these are all major works of sculpture and key references in the history of art . ,15,[1 0 0 0 0 0 0 0 0 0 0],[1.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],517,1,dev
3266,"there are <NUM>  species of reptiles , almost half of them endemic , in some cases even to individual islands",18,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],1182,10,dev
280,"at the time , the newly gained prosperity allowed the islands ancient inhabitants to develop an elaborate burial tradition applicable to the entire population",23,[0 0 1 0 0 0 0 0 0 0 0],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1542,3,dev
1719,"enlightened ducal patronage attracted many of the leading writers and thinkers in germany , such as goethe , schiller , and herder to weimar in the late <NUM> th and early <NUM> th century , making it the cultural centre of the europe of the day . ",40,[0 0 0 0 0 1 0 0 0 0 0],[0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],846,6,dev
2947,the natural setting of all three lakes surrounded by the steep escarpment of the rift valley and associated volcanic features provides an exceptional experience of nature . ,26,[0 0 0 0 0 0 1 0 0 0 0],[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],1060,7,dev
4455,"the property features exceptionally high numbers of threatened species , extraordinary levels of endemism , and high levels of species richness in a number of taxonomic groups",25,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],1203,10,dev
899,"the tulou as a whole and the nominated fujian tulou in particular , in terms of their form are a unique reflection of communal living and defensive needs , and in terms of their harmonious relationship with their environment , an outstanding example of human settlement . ",43,[0 0 0 0 1 0 0 0 0 0 0],[0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.2],1113,5,dev
5457,much of the rugged terrain is covered by vast forests,10,[0 0 0 0 0 0 1 0 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.2],205,7,dev
760,the mausoleum of qin shi huang is associated with an event of universal significance the first unification of the chinese territory by a centralized state created by an absolute monarch in <NUM>  bce . ,33,[0 0 0 0 0 1 0 0 0 0 0],[1.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],441,6,dev
1906,"from the <NUM> th century bc to the pillage by athenodoros in <NUM>  bc , the island of delos was one of the principal pan hellenic sanctuaries",24,[0 0 1 0 0 0 0 0 0 0 0],[0.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],530,3,dev
4042,the island is the breeding habitat of asias only snow goose population which is slowly making a recovery from catastrophically low levels,22,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],1023,10,dev
3823,the castle also provides perfect evidence of the evolution of modern philosophy and practice in the field of restoration and conservation,21,[0 1 0 0 0 0 0 0 0 0 0],[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],847,2,dev
4138,"the physical layout of the bassari cultural landscape bears an exceptional witness to the complex interactions among environmental factors , land use practices , social rules , beliefs that altogether have concurred to shape a peculiar and remarkably preserved cultural landscape that outstandingly reflects the ability of make a respectful and sustainable use of the resources of the region . ",55,[0 0 1 0 0 0 0 0 0 0 0],[0.  0.  1.  0.  1.  1.  0.  0.  0.  0.  0.2],1407,3,dev
3818,"in its heyday , torun boasted a wide range of architectural masterpieces , which exerted a powerful influence on the whole of the teutonic state and the neighbouring countries . ",27,[0 1 0 0 0 0 0 0 0 0 0],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],835,2,dev
4300,the architecture and urban landscape of the albayzin is the most remarkable cultural example of the survival of andalusi culture in our days,23,[0 0 0 1 0 0 0 0 0 0 0],[1.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],314,4,dev
2593,"the <NUM> th century estate of caserta is a unique creation of the spirit of the enlightenment which was able to build buildings of great architectural value , well set in a natural landscape , according to a broad scale development plan . ",39,[1 0 0 0 0 0 0 0 0 0 0],[1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],549,1,dev
4164,"up until the <NUM> th century , studenica remained the symbol of this culture , in somewhat the same way that rila monastery included on the world heritage list in <NUM>  was that of bulgarian culture . ",33,[0 0 0 0 0 1 0 0 0 0 0],[1.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],389,6,dev
3031,"furthermore , certain surrounding lakes , also dependent on the hydrological system of the property , have been listed as ramsar sites . ",19,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.2],494,10,dev
3579,it also reveals the development from earlier techniques and therefore contributes to the understanding of the development of this specific tradition . ,21,[0 1 0 0 0 0 0 0 0 0 0],[1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],58,2,dev
2832,"together , the sites and the forest landscape of the kii mountains reflect a persistent and extraordinarily well documented tradition of sacred mountains over the past <NUM>  , <NUM>  years . ",26,[0 0 0 0 0 1 0 0 0 0 0],[0.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],1142,6,dev
3472,"the cultural traditions of the multi ethnic people who settled in this remote himalayan valley over the past two millennia , referred to as the newars , is manifested in the unique urban society which boasts of one of the most highly developed craftsmanship of brick , stone , timber and bronze in the world",51,[0 0 1 0 0 0 0 0 0 0 0],[0.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],121,3,dev
137,"the gondwana rainforests provides the principal habitat for many species of plants and animals of outstanding universal value , including more than <NUM>  threatened species as well as relict and primitive taxa . ",31,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  0.2],368,10,dev
4892,"they establish the existence of sustainable human development , bearing testimony to the transition from hunter and nomad societies to the sedentary human occupation of the oasis , and the sustainability of this culture up until the present day . ",37,[0 0 1 0 0 0 0 0 0 0 0],[0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.2],1343,3,dev
2180,it provides an outstanding testimony of the ultimate culmination of the scientific and technical conceptions of the great observatory devised in the medieval world,24,[0 0 1 0 0 0 0 0 0 0 0],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1338,3,dev
2128,the manas wildlife sanctuary provides habitat for <NUM>  of indias most threatened species of mammals,15,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],338,10,dev
3177,latter day oaxaca is a perfect example of a <NUM> th century colonial town,11,[0 1 0 0 0 0 0 0 0 0 0],[1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],415,2,dev
4854,"the rwenzoris are the legendary mountains of the moon , a reflection of the mist shrouded mountains of this rugged massif that tower almost <NUM>  , <NUM>  m above the albertine rift valley , making them visible from great distances",35,[0 0 0 0 0 0 1 0 0 0 0],[0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.2],684,7,dev
4637,"the property contains the last substantial area of globally important tropical forest ecosystems of the thailandian monsoon forest biogeographic province in northeast thailand , which in turn can provide a viable area for long term survival of endangered , globally important species , including tiger , elephant , leopard cat and banteng",46,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.2],590,10,dev
4906,"around the relics of cuthbert and bede , durham crystallized the memory of the evangelising of northumbria and of primitive benedictine monastic life . ",22,[0 0 0 0 0 1 0 0 0 0 0],[0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],370,6,dev
4261,"the outstanding diversity , density and endemism of the flora are among the highest worldwide",14,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],1007,10,dev
4344,"the hospital del estudio , the escuelas mayores , the escuelas menores , and the various colleges , which multiplied between the <NUM> th and <NUM> th centuries , form a group of exceptional coherence within a historic city also remarkable for its numerous civil and religious monuments . ",41,[0 0 0 1 0 0 0 0 0 0 0],[1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],381,4,dev
1331,the direct dependence on the sea for much of the islands wildlife e . g,13,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.2],1,9,dev
2017,two thirds of the platano river run through a rugged part of the mountains with long stretches of white water,20,[0 0 0 0 0 0 0 1 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.2],196,8,dev
4542,"the landscape of southern oland takes its contemporary form from its long cultural history , adapting to the physical constraints of the geology and topography . ",24,[0 0 0 1 0 0 0 0 0 0 0],[0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.2],968,4,dev
2482,the tales of babel find reference in the religious texts of the three abrahamic religions,15,[0 0 0 0 0 1 0 0 0 0 0],[0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],278,6,dev
